id,reviews,target
23609,배송이빨라영 어제 배송신청하고 생각도못하고있었는데 하루만에 도착해서 대만족이네요 물건도 깔끔하게 포장되 왔고 마우스도 같이잘받았습니다 다음 1테라 구입때도 이용해야 겠어요 감사합니다~,5
23610,뻣뻣하니 모양도 그저그럼,2
23611,좋아요 만족입니다 최고최고,5
23612,만족합니다. 저렴하게 잘산것같아요 ㅎㅎ 만족합니다.. 또 구매할께요. 번창하세요.. 가성비 최고인듯하네요.,5
23613,별효과없음 차라리 음식조절 운동이빠름,2
23614,만족해요. 에그비누 피부 탱탱,4
23615,현미가 고소해서 아기도 좋아해요 단 맛이 강하지 않아서 좋아요,5
23616,고정이 안돼요 고정이되도 이틀에 한번꼴로 다시 풀립니다. 고정할 수 있는 막대핀과 안에 고리같은거 넣고 고정했는데도 풀려요. 자전거가 얇아서 그런가 했지만 반대쪽 전거벨은 한번도 풀린적 없고 안에 고리같은거 넣지도 않았어요. 거치대 완전 비추합니다,1
23617,노트8 블랙 S10 5G 코랄 주문했는데 서로 반대로 보내셨네요.. 남자친구가 블랙 제가 코랄 쓰려고 한건데.. 반대라니... 귀찮아서 그냥 씁니다ㅠㅠ 정확히 확인하고 보내주시지.. 상품자체는 괜찮은데ㅠㅡㄴㆍ,2
23618,생과가 아니네요 더구나 물러 터진게 많고 심지어 밑에쪽에 곰팡이 난것도.,2
23619,"깊고 입구가 좁은 보틀, 컵 닦기 좋아요",4
23620,"얼굴에 홍조가 있어서 구매했어요. 비슷한 제품들 검색하다가 리필이 있어 장시간 사용할 수 있을거 같아서 구매했고, 롤러라 사용하기 편해요~",4
23621,넘 소리가 요란하네요,2
23622,튼튼하고 잘붙어서 좋네요,4
23623,"1점도 아깝습니다. 태양광 충전 한달 지나면 안됩니다. 교환,수리 문의 해봤는데 안해주다는 이야기만 빙빙 돌려서 반복 할뿐. 1주일 안에 고장 나야 교환 가능하답니다. 돈 아까워요.",1
23624,너무힘이 없이 늘어나는재질에 엉성한 품질입니다.,1
23625,넘약해요ㅜ 가벼운옷만 걸을거면 몰라도.. 저는 비싼제품으로 다시 구입,2
23626,넉넉하니 크내요 이번캠핑에 잘 쓸수 있을꺼 같아요,4
23627,접착력이 너무 약하네요 크기와 디자인은 딱 좋은데,2
23628,여러 용도로 잘 사용할것 같고 너무 이뻐요!,5
23629,어버이날 부모님께 꽃바구니 보냈다가 낭패봤네요..다시들고 성의없이보내준 꽃때문에 받는사람 .주는사람 기분상하고 complain 하니 겨우 다시보내준 꽃바구니도 성의없네요,2
23630,배송이 좀 느렸지만 가성비 조아요,5
23631,재구매 이게 공장에서 찍어내는게 아니라 매번 품질이 달라요... 이번에 뽑기 실패네요 ㅜ 너무 뻣뻣한게 왔어요 아쉬워요... 또 뽑아야 할까봐요....,2
23632,아이방에 걸었어요~ 연보라나 핑크계열하고싶었는데 색이 다양하지않아 선택권이없었네요~ 깔끔하니 예뻐요,5
23633,갬성하고우드라좋네요,5
23634,너무 향이 싼향이랄까요 ㅡㅜ 가성비 별로인 것 같습니다. 그리고 방향제 고정하기가 너무 어렵네요 ㅠㅠ,2
23635,시계는 무소음에 가벼워서 좋아요~ 부착하려는 벽이 데코월이라서 같이 동봉된 고리?는 쓸모가 없었는데 원형이다보니까 기대놓았더니 나쁘지않았어요,5
23636,배송은 빨라서 좋았습니다만 통이 파손되어 택배박스안에 지그헤드들이 날라다니더라구요,2
23637,꾸준히 쓰다보면 잡티가 옅어지는게 보여요. 벌써 몇 통째 쓰고 있네요.,5
23638,이게 4만이라니.. 1만원하면 적당함 레이저 커팅을 원하는 문구로 해주고 이 가격이면 모를까 ㅎㅎ,2
23639,너무 좋아여 다음에도 이용할께요 ~,5
23640,너무이뻐요 아가들이 좋아하네요~,5
23641,이거쓰고 발진났어요 이거 쓴거는 반품못하나요 너무 화나요,1
23642,생각보다ᆢ작고 얇은거 같습니다 가격 ㅋ,2
23643,잘떨어져요 ㅠㅠ 하루도 못가는거같음,2
23644,토요일날 약속있어서 수요일날 저녁에 주문했는데 토요일날와서 써보지도 못하고 마트 가서 다른 제품 구매했습니다. 배송 3일 잡아야될 거 같아요.,2
23645,상품평 좋아 구입했는데 서랍장에 저런게 생긴걸 보셨으면서 포장해서 보내신 생각이 궁금하네요; 반품 귀찮아서 그냥 쓸려고 하는데 다른분들 배송할땐 꼼꼼하게 검수 좀 하세요 기대했는데 실망이 너무 크네요,1
23646,넉넉하니 좋아요 부드럽고 가벼워서 애가 정말 편안해하는거 같아요,5
23647,끽끽거리는 소리가 너무 나요. 기름칠해도 계속 ㅠㅠ,2
23648,조아요오로,5
23649,짜지않고 맛있습니다. 양도 많고 다만 포장이 낱개로 되어 있으면 좋겠다는 아쉽움이 살짝 있네요,5
23650,일단 가격대비 저렴한 티가 안나요 데일리로 하기에 딱 좋아요. 가볍고 작아서 이뻐요,4
23651,재구매 기존에 흰색 케이스 구매후 추가로 민트색상을 구매했는데 흰색 케이스에 락카로 민트색을 칠한거였네요? 사진과 다르게 광도 없고 너무 형편없네요. 반품하기 번거로워 그냥 쓰겠습니다.,1
23652,이유식용기랑 호환되서 좋은데 너무 물이 많이 새요... 외출용으로는 비추천..집에서는 헤드섮이 이유식용기에 빨대만 꽂아서 사용하게되네요ㅠㅠ,1
23653,넘나좋아요ㅋㅋㅋ,5
23654,그냥 싼거 다이소 보다 못합니다 거치대는 진짜 무쓸모 그리고 모기잡기가 너무 무거움 사지마세요 진짜 비추 그냥 5000원 짜리 사세요,1
23655,제 목에는 좀 높네요 커버 빨았는데도 식초 냄새가 나네요,2
23656,아주 잘 찢어집니다. 벌써 군데군데 너덜너덜. 매트에 돌려서 박음질된 실밥이 이미 풀려버림.,2
23657,입문용이라 아무래도 탄성이 좋은 편은 아니예요. 그래도 초등이 쓰기 적합합니다.,5
23658,아직 몇일 안써봐서 잘은 모르지만 이틀째부터 트러블이 더 심해진듯 해요. 일주일 써보고 계속쓸지 고민 해 봐야겠어요,2
23659,재구매 아보카도 덮밥 자주 해먹어요 좋아요,5
23660,깔끔하니 좋아요 외관상 그냥둘까 고민하다 구입하게 되었습니다.디자인도 이뿌고 깔끔하니 너무 좋네요.적극 추천합니다.,5
23661,약간 너무 편해보이긴 한데 너무 시원해서 매일 입을듯,5
23662,재구매 포장이 아쉽습니다 너무 빵이짓눌려서도착 ㅠㅠ 지난번껀 안그랬는데 재구매한건데 이번껀 약간 그렇네요,2
23663,재구매 그저그저래요 매우 그저그래요,1
23664,향수 주입하는 방법이나 사용이 편리하고 좋네요.. 몇번쓰면 고장날술 알았는데 디자인도 세련되고 좋습니다... 잔고장도 없네요,5
23665,물건 잘받았습니다 운동화처럼 생겼네요 안전화라서 쿠션감은 떨어집니다,4
23666,나쁘지 않지만 매우 좋은것도 아니고 그냥 저냥 입을만은 합니다.,2
23667,재구매 혼밥족의 한사람으로 한끼 식사대용으로 좋아요..다만 여자인 저도 밥양이 좀 작아요..밥양좀 늘려주세요,5
23668,새상품이 맞나 싶을정도로 여기저기 까만 얼룩이 묻어있고 심지어 지워지지도 않아요. 교환하기 번거로워 그냥 쓰지만 별로 추천하고 싶진 않아요,2
23669,깔끔히 닦고 사용하세요,4
23670,넘 별로네요.. 청양고추도 아닌것 같고.. 2통인데 언제 다먹죠? ㅠㅠ,1
23671,5면을 다 끼워맞춰야하는 불편함... 애들이 만들다가 몇번 바닥에 놓았는데 엄청나게 생긴 기스... 돈버링기분입니다 아크릴이 너무 약해요,1
23672,처음해보는건데 욕심내서 여러색 샀어요 ㅋㅋㅋ,5
23673,아주 좋습니다!! 마음에 들어요 사이즈 별로 딱이에요,5
23674,사진과 같아요 이쁘네용,4
23675,얇아요 그냥 평소에 코로나무서워서 착용할거면 상관없음 그냥 작업하는데는 약함,1
23676,블루 색상이 아주이쁘네요,5
23677,"수납과 디자인은 마음에 드는데 서랍을 열었을때 니스 냄새가 너무 심하게 나요. 외출때마다 매번 환기 시키고 초도 켜고, 냄새제거제도 서랍에 넣어두는데 냄새 제거가 안되네요",2
23678,사용방법은 제대로 알고해야할듯요 제가 잘못하네요 그래도 계속 시도 ㅋ ㅋ ㅋ,2
23679,잘 사용하다가 처음으로 충전했는데 이렇게 됐네요 제품 올때 설명서에도 30분만에 완충된다 오래 충전하면 위험하다고 안나와 있어서 한시간 정도 충전했다가 이상한 냄새나서 놀랐습니다 설명서에 주의표시좀 해주셨으면 좋겠어요,2
23680,신발 너무 예쁘네요 생각한대로 편하고 좋아요~ 나이뜨~,4
23681,색이 사진과는 다릅니다,2
23682,생각보다 맛있음 오리지날기준,5
23683,코 부분에 고정하는 부분이 너무 뻑뻑해요ㅠ 그리고 볼이랑 턱 쪽에 공간이 남아서 그런지 바깥 공기가 그대로 들어와서 마스크를 쓰는 의미가 없는 거 같아요...ㅠㅠ,2
23684,맛이 걍 허브티 맛이예요,2
23685,6개샀는데 2개는 켜졌다꺼졌다 접촉불량인가보네요ᆢ 스위치껐다켜면되고 또꺼지고ᆢ 싼게비지떡인가보네요ᆢ,2
23686,잘 받았습니다. 색이 생각보다 선명해서 눈에 띄어 더 효과적인것 같아요,4
23687,많이 써야 겨우 지워져요,1
23688,너무 만족해요! 158인데 긴가 싶어서 잘라서 입을까도 했는데.:.. 발목에 찰랑찰랑 해서 그게더 예쁜거 같아요!!,5
23689,장롱 옮기려고샀는데 아래부분에 작은틈이라도 있어야 끼우는데... 결국엔 쓰지도 못했네요,2
23690,온수가 만족스럽게 안 나오네요 약간 과대광고하시는듯 수압 세게 틀면 찬물나와요ㅠㅠ,1
23691,L사이즈인데..집에있는m사이즈랑 똑같아요..사이즈 작게 나온거같아요.. T.T,1
23692,월넛 색상이 다소 밝아 보엿는데 그래도 만족합니다. 잘사용하겠습니다.^^,5
23693,늘 쓰는 재품. 머릿결이 부드러워짐.,5
23694,베이지색팬티에 뭔가 묻어서 와서 기분이 별로네요 mm과LL사이즈인데.. 비교해보니 LL은 말이안되는것같은데 이게맞네요..임신8개월차.. 근데 맘에는안들어요 둘다 귀찮아서 그냥두고..비너스꺼 다시 주문했어요,2
23695,너무 작아요 이게 무슨 프리사이즈에요...,2
23696,맛있어요~~ 꼬마통에 넣어서 다니면서 간식으로 먹는더 진짜 좋아요 과자랑 젤리 끊고 영양간식 잣 입덕했어요 감사합니다,5
23697,알이 너무커서ㅋ 3알씩 먹기 부담스럽긴한데 그래도 잘챙겨먹어보려구요 두번밖에 안먹어봐서 아직 모르겠네요,5
23698,밥도둑이 따로 없네요 완맛이고 탱글탱글 싱싱해요,5
23699,친구 선물로 줬는데 좋겠죠...,5
23700,싸게 쓸만해요 커텐보다깔끔하고 좋음,5
23701,잘 받았습니다 잘 받았습니다 남편이 쓰던 거라서 다시 주문했어요 대용량으로 사서 오래 쓸 수 있을 것 같아서 편할 것 같아요 많이 파세요 잘 받았습니다,4
23702,배송메세지는 확인읓 안하시나 봅니다. 문앞에 놓아달라 부탁드렸는데 그대로 무시하고 그냥 1층 경비실에 놓고 가셨네요. 연락햐도 응답도 없고요. 택배기사님의 서비스 때문에 실망입니다.,2
23703,좀더 사용해봐야겠어요.,2
23704,가격보다 부실 합니다,2
23705,냄새가 심해요,2
23706,뾰족해야될 끝이 마치 부러진듯 뭉특하게 왔어요. 마감이 잘안된듯 해요,2
23707,재구매 뒤에 귀 꼭지 부분이 떨어져 나와있는 상태였네요 검수 꼼꼼히 하셔서 보내주시길..,1
23708,역시 면메리야스가 젤 부드럽고 좋아요,5
23709,"별룽ㆍ느 환불 한댔는데 보내주시고.. 포장 상태, 내용물도 엉망...이럴꺼면 그냥 냉동 블루베리 먹을껄 그랬네요ㅎㅎ",2
23710,구수도 많고 난방기구 켜놨는데도 안전해서 좋아요,5
23711,"이쁜데 여름용으로 입긴 넘 더운 소재라 5월에 샀지만 한번도 못입었어요 그렇다고 추울때 입긴 팔이 추워 못입을것같고...,,소재가 두꺼운 니트라 더워서 패스합니다ㅠ 얇고 시원한 니트소재라면 이쁘게 잘 입을텐데 아쉬워요",2
23712,재구매입니다! 항상 빠르고 정확하게 배송해주셔서 감사해요^^,5
23713,진짜 좋아요~사용도 편하고 방문불편이 살아졌어요~^^,5
23714,3월 출산예정이라 톡톡한걸로 샀는데 여름 출산이면 더울꺼같아요,4
23715,재구매 매년 주문해서 먹는데 역시 맛과 품질 최고네요,5
23716,별로임 ..ㅡㅡ,2
23717,당근마켓에ㅜ바로 팔아버림,1
23718,가볍고 우선 사용하고 있던 플라스틱벼에 뜨거운 물을 사용할 수 없었는데 스테인리스라고 안심하고 사용하여서 젛았습니다,4
23719,두개나 착용했는데 물리네요ㅡㅡ,1
23720,민트우유색 구매했는데 너무 만족스러워요!!!,5
23721,부드럽지도 푹신하지도 않아요.. 테두리만 두툼하고 정작 중요한 중심부위는 얇아요.. 반품하기 귀찮아서 걍 쓰렵니다.. 후.. 이럴거면 돈 더주고 다른거 샀을겁니다.,2
23722,아직착용중 추후평가,2
23723,고구마 넘 맛있어요,5
23724,책임지세요ㅋㅋ중독된실비김치 기분스트레스 확 날아갑니다,5
23725,점이랑 아에 달라여 ㅠ,2
23726,모기장 설치할 때 좋아요,5
23727,조금 저렴해 졌네요~ 저는 이 제품과 같은 마스크가 더 편해서 구입했어요,2
23728,만족해요 생가보다 요량이 크네요~지금 쓰고있는것보단 좋으네요.,4
23729,요즘 들어 집에 모기가 자꾸 보여서 갑자기 두 개나 주문했는데 잡히는 소리가 들리긴 하는데 확실한 건 어두운 데서만 혀과가 있다는 겁니다 밝은 데선 켜놔도 모기한테 물리네요 스점이 조금 아쉽네요 밝은데서도 효과 있으면 몇개는 더 사려고 했는데...,2
23730,인터넷에서 시킨거 믿을만한가했는데 사진리뷰 보고서 혹시나 시켰는데 맛있게 잘 먹었습니다,5
23731,포장상태가 조금 이상했는지 조개들이 많이 깨져서 도착했습니다.,2
23732,"엄마가 좋아하셔서, 아빠것도 추가구매한거에요 편하시다고 좋아하세요",5
23733,조금만 더 두꺼웠으면 좀 얇다,2
23734,너무너무얇네요?? 그래서싼가봐요,1
23735,좋아요!!배송도 빨리왔고 너무 깔끔해요~^^,5
23736,데일리 바지로 잘입고 있어요,5
23737,의자 천천히 인내심갖고 조립하면 갠차나요,4
23738,재구매 재구매 입니다~ 가성비좋고 친절하고 빠르고^^ 모두 만족입니다 번창하세요~♡ 테라스에 두개 나란히 설치하고 가든파티~ㅎㅎ,5
23739,많이파세요 분홍이 그 분홍이 아니네요 잘 읽어보시고 확인잘하셔야 할듯,1
23740,침대 옆이 완전 깔끔해졌어요 맨날 콘센트만 올라와 있어서 자리도 많이 차지하고 보기도 안좋았는데 지금은 아주 좋네요,5
23741,중학생 딸아이 사줬는데 부드럽다고 넘 좋아합니다..^^,5
23742,오 유통기한도 21년3월까지고 진짜 그냥 쉐이크보다 씹히는것도 있어서 느끼하지 않고 약간 달지않은 조리퐁 같은 느낌이네요 너무 맛있어요!! 리뷰중에 가스가 좀 찬다는 말이 있던데 아직 괜찮아서 더 먹어봐야겠아요,5
23743,ㅠㅠ 생각보다 너무 얇아요... 흑흑,1
23744,여행가는데 보조로 저렴한 가격에 구매했어요. 요긴하게 사용할꺼 같아요.,4
23745,또주문해야할듯.,5
23746,거즈손수건으로 딱이에요,5
23747,재구매 3번째 재구매!!! 어머니가 이제 이거 없으면 힘들다고 하시네요~~ 저렴한가격으로 계속 부탁해요~,5
23748,그냥 그래요 색이 아쉬움 좀 싼티남,2
23749,배송은 조금 느리긴 했지만 상품은 핏이며 질감이며 모두 만족스럽습니다. 속에 목폴라랑 입으면 초겨울까지 입을 수 있고 한겨울에는 이너로 레리어드해서 입으면 좋습니다.,5
23750,질겨서 다 버렸어요,2
23751,매우만족합니다 짱짱하니 잘잡아주고 힘도잘받습니다 두개세트로 사길 잘햇네요 많이파세요^^,5
23752,자극적이긴 한데 팔꿈치발꿈치에 쓰기좋을거같음!,2
23753,"으 배송도 이주걸리고, 무지개기름같은거 엄청뜨고 그냥 개별로에여",1
23754,엄마도 사달라고 해서 같이 구입했어요 데일리로 좋아보이네요,5
23755,배송은 빠른편은아니고 맛에비해 비쌈,2
23756,디자인과 기능이 마음에 듭니다,5
23757,4개는 짓눌러져 아예 먹을수가 없고 짓눌러진 키위에서 즙이 나와 다른 키위들도 젖어있고 물러진 상태인게 많습니다 후기보고 구입했는데 실망스럽네요,1
23758,생각보다 좀 얇으네요.,5
23759,좀 미끌리는거 말고는 좋습니다,4
23760,보정되는게 없어요 그냥 속바지로 입어야될듯,2
23761,옆에 뜯어짐.. 확인도 안하고 보내시는지?? 불편 못봤다면 아기 다쳤을듯 오늘 배송 받았는데 이벤트도 바뀌고.. 기분상함 냄새는 배송 받았을 땐 별로 안나더니 3시간 지나니까 냄새가 진해짐 며칠 걸릴듯,1
23762,"천이 생각보다 얇은듯, 귀쪽은 잘 내려가요…",2
23763,흰양말만 사다가 처음으로 검은 양말 구매했는데 이것도 역시나 마감도 좋고 깜끔하네요 오래오래 신겠습니당,5
23764,좋아요 좋아요 좋앙ㅇ,4
23765,컬러 필름 굳굳굳,5
23766,좋아요! 튼튼합니당,5
23767,상품정보제공고시에 제조국 국산이라서 샀는데 물건오니까 중국OEM이네요 수정해서 판매하셔야되는거아닌가요?,1
23768,맛이 없어요ㅠ.유통기한도 짪고,2
23769,이케아 제품은 안쓸거같음,2
23770,내장재 허접하네요.. 내장재가 일체형이 아닌 얇은 pe소재가 여려겹으로 되어있어 각기 따로 노는 형태 입니다. 기본 부력은 있겠지만 허접해 보입니다. 무료배송에 할인된가격이니 구매확정했지 정가주고샀음 환불 했을껍니다..,2
23771,충전케이블 없는 충전기네요 명확하게 설명되어있는데 제가 놓친건지... 초심을 잃지마시길,1
23772,지퍼가 처음부터 고장이 좀 나서 한번에 잘 안잠궈지고 잘못닫으면 그냥 닫힌지퍼가 스르륵 벌어졌어요.ㅜ 근데 출국 이틀전에 늦게 시킨거라 그냥 조심해서 다녀왓습니다 예쁘긴해여,2
23773,재구매 아직 받지 못했는데 구매확정이 되었네요 확인부탁드립니다,1
23774,최근 대부분의 콘센트가 접지형에 대각 방향으로 삽입하는 구조입니다 그런데 이 제품은 일자형으로 만들어져 나머지 콘센트 공간까지 가려버립니다 ㅠㅠ 저는 사놓고 쓰지를 못해요 집 구조랑 잘 보고 구매하세요,1
23775,모서리 부분이 깨져있네요.,2
23776,재구매 늘좋아요 떨어짐또주문할께요,5
23777,직원들 그리 친절하지 않았구... 렌트한 차는 정말 별로였는데 뒷유리 선팅된게 다 일어니서 룸미러로 후방을 볼수가 없었다는...,2
23778,넘 빨리 지워 집니다.,2
23779,타 이유식보다 간이 세요,2
23780,재구매 배송일주일하고도 하루 더걸림......,1
23781,괜찮네요 염색머리라 푸석한데 이거하고나면 부들부들해요 다른 헤어팩같이 않게 바로 헹구어도 된다는점이 너무 편하고 좋네요..용기만 튜브로 나오면 참 좋겠어요.. 향도 저는 나쁘지않았어요.가격은 조금 나가긴하는데 원뿔해서 사니 괜찮네요.,5
23782,아직사용전이네요ㅎ빨간색만있어서 만족,4
23783,너무 좋아요 은은한 향을 좋아하는데 취향저격이에요! 스티커 자체가 좀 달라서 정품이 맞나? 라는 생각이 들지만 소장가치가있다고 생각해요,5
23784,재구매 티볼리 차량에다가 작업을 하였는데 길이가 전체적으로 모자른 탓에 한개를 더 주문했습니다. 재질도 뭐 그냥 싼티 팍팍 납니다.,2
23785,깨끗하고오징어는좋은데맛이별루에여..질기고 나무껍질씹는느낌이여.ㅜ,2
23786,빠른배송 좋은상품 가성비굿,4
23787,가격대비 너무 싼티나요.... 이정도엿다면 그냥 집에서 만들걸 그랫어요...,1
23788,선물받은분이 너무좋아하시네요,5
23789,배송이 늦어요!답변도 늦고요!,2
23790,생각보다작네요 ㅜ,2
23791,Ck향수만 써봤는데 냄새도 똑같고 지속력도 너무 좋네요ㅎㅎ,5
23792,N82a 이제는 구매하기 힘든 Tomica Limited Vintage 제품을 만날 수 있어서 좋았습니다!,5
23793,분사력도 좋고 세척이 편리합니다,5
23794,재구매 여전히.잘쓰고 있어요,5
23795,전반적으로 양호합니다. 만족,5
23796,하나도 안붙는데요?ㅋㅋ,2
23797,배송도 빠르고 뽁뽁이에 잘싸서 보내주셔서 넘 조아요,5
23798,바로 결제해서 사용가능하네요,5
23799,너무 배송이빠르고 이쁨 ~~,5
23800,저렴한 가격에. 아주 맛있게 잘먹고 있어요,5
23801,프라이머를 사용하니 눈이 왜그리 시린지;;; 프라이머 눈이 시리네요ㅠㅠ,2
23802,깔끔하니 이뻐요! 괜찮네요,4
23803,힘이없어요.. 조금건들면 홀랑넘어가버림..,1
23804,주문하고 배송왔는데 비가 딱 오네요.ㅎㅎ 비오는날 잘 먹었습니다.,5
23805,처음구매했는데 후기만큼 맛있어요,5
23806,와이퍼 결합하고 딸깍 하고 닫는 뚜껑부분이 그냥 부러져버렸네요..,1
23807,아들 생일 영상 만들었는데 너무 감동 받고 좋네요^^영상 화질 느낌 모두 좋습니다~~번창하세요~~,5
23808,재구매 잘받아서 잘사용했습니다 똑구매할께요,5
23809,아주이쁘고좋네요굿굿,5
23810,배송꼼꼼하게좋네요 ㅎㅎ,4
23811,적극추천합니다. 배송은 빠르고 제품은 좋을꺼라 기대합니다.옷걸이 끼우기가 조금 불편해요. 끼우다가 하나 불량 났는데 그냥 쓰고 있어요.전자렌지 돌릴때 옷걸이 빼는것도 일일꺼 같아요.제습이 잘되길 바라며 많이 파세요~,5
23812,붙이는거 보다 훨 좋습니다,5
23813,싼나격이지만 너무 허접합니다 쿠션도 레쟈소재구 보이는 부분만 천연가죽이고 나머지 안보이는부분은 레쟈네요 후회합니다,2
23814,ㄴㅌㅍ 스 ㅅㄷㅅㄷㅎㄷㅎㄷ ㅆㅌㅇㄹㅅㄷㅅㅌㅇㅎㅌㅇㅌㅎㅇ ㅎㅌㄹㄹㅅㅎㅇㄹㅅ ㅎ ㅎ ㅇㅎ ㅇㅎㅌㅇㅌㅎㅇ ㅆㅇㅎ ㅅ ㅇ ㅎㅇ ㅎㅅ ㅎㅍ.ㅎㅍㄹ ㅃ ㅎㅅ.ㅎㅍ ㄹㅅ ㅍㄹ ㅅ ㄷㅅㅌㄹㄷㅅ ㄷㅅㄷㅅ ㄷㄷㅅ ㄷㅅㅎ ㅅㄷ ㅎ ㄷㅎㄷ ㅅㄹ 스그지그지,2
23815,끈적임도 없고 가볍게 잘 발려요 ^^,5
23816,깔끔하니 예뻐요~~,5
23817,재구매 맛이 너무 없어요..무우도 다 시든 무우로 했는지 ㅠㅠ 다신 안 시켜 먹을래요,1
23818,아이 흉터에 열심히 사용중이에요. 단기간에 효과보기도 어렵네요.,5
23819,무난하게 사용하기 좋아요 빠른배송 친절한 판매자님 감사합니다,5
23820,예쁘고 깔끔해요~~ 화이트랑 우드조합 좋아하는데 진짜 잘쓰고있어요,5
23821,잘 받았는데 박스가 누가 한번 뜯었다 붙여 놓은 것처럼 부실하게 포장되어 찜찜하나 그냥 물건 사용하고 있습니다. 다음부터는 신경 써 주시기 바랍니다.,2
23822,아재우러대,2
23823,공갈 안무는아이인데 이거는 조금은 빨아주네요,2
23824,물에 녹여 화분에 써 보았으나 벌레들이 남은 조각 위에서 뛰어놉니다...,2
23825,싸서 구입했는데 2~3번입었더니 무릎이 나왔네요.,2
23826,기대이상입니다! 재구매의사잇어요,5
23827,기존에 쓰던 제품 재주문했습니다. 극손상모라 타제품 샴푸쓰다 갈아탔는데 앰플이랑 같이쓰면 효과가 너무 좋아요 린스 안써도 부들부들해서 재구매했습니다,5
23828,아기는 아니고 강아지 장난감 대용으로 사줬어요. 치석 제거 겸 치발기에 치약을 뭍혀서 줬더니 거부감이 드는지 안쓰네요... 더 딱딱한걸 구매해서 줘야할 것 같습니다~ ㅠㅠ,4
23829,해감을 많이할 필요가있어여,4
23830,좋네요 ㅎㅎㅎ왐전더은,5
23831,가격대비 좋아요 1.배송 빨라요 2.제품 가격대비 좋아요 일단 막 세탁해도 되서 좋고 색상도 너무 튀지도 않고 모던하니 좋아요,4
23832,우리가 흔히 곱창집에서 먹는 기름과 곱이 적절히 섞여 먹자마자 감동을 불러 일으키는 고소하고 기름진 곱창이 아니다. 소 곱창의 내장을 박박 씻어 잡내를 제거하고 그 안을 돼지 간으로 채운 그런 묘하게 쓰고 텁텁한 맛이 난다.... 아쉽다,2
23833,재구매 이런식으로 포장되어 오긴 처음이네요... 택배사쪽으로 주의를 주시든 포장을 잘해주시든 해주세요.,1
23834,아이폰꺼 아닌것 같아요 아이폰 선에 연결했는데그냥 쭉 흘러요다른 케이블선에 맞지도 않고많이 샀는데후회해요가격이 착해서 그냥,2
23835,별로예요 토마토 꼭지도 없고 몇개 터져서 왔어요 ㅜ 기대 하고 주문했었는데 ... 괜찮은 토마토는 갈아먹기 좋은크기예요,2
23836,맛없어요안넘어가는데다이어트엔괜찮을듯요.건강생각하신다면 좋아요,2
23837,애들 수영하고 오면 아주 잘사요했어요 운동하고 와서 발라도 좋아요,5
23838,좋아용 바지5개눈 안걸리고 3개정도 걸리네요 생각함 것보다 뭔가 불편해요 논슬림이 전체부분이라서 넣고빼기 힘든느낌?,5
23839,포장도 낱개로 잘해주시는걸로 봤는데 복불복인듯..,1
23840,앞번호판은 정상인데 뒤쪽은 볼트 장착불가로 결국 사용 못하고 현장에서 새로 구입 장착 하였습니다,2
23841,배송 빠르고 이쁘고 . .,5
23842,생각보다 모터가 약해서 잘 안밀 리네요,2
23843,약하지만 그럭저럭 쓸만하다.,2
23844,너무 예뻐요~ 사이즈도 크고 로즈핑크색상도 맘에 들어요~,5
23845,저렴! 정말 저렴하게 잘 산 것 같아요~~원뿔원 이벤트 최고에요~~다음엔 다른 향으로 또 구매해봐야겠어요^^,4
23846,처음 써봤는데 발림성이랑 향도 좋네요 좋은 결과 기대할게요,5
23847,최고네요 좋은가격에 좋은제품,5
23848,잘잡히는지 아직잘모르겠음,4
23849,배송비는 따로 받고 배송은 묶음으로 하시네요..,2
23850,재구매 여러번주문하는데 소중혼합에 대짜리를 너무넣어서 우는귀뚜라미때문에 짜증....,2
23851,염증에 좋다는 말에 엄마께 선물해드렸어요 노니도 너무 유명해져서 판매처가 많던데 리뷰 꼼꼼히 보고 믿고 구매했어요ㅎㅎ,5
23852,잔기스가 조금있고 접히는 부분이 가죽이 벗겨진 것처럼 보여요ᆢ교환하기 귀찮아서 그냥 쓰려구요ᆢ디자인은 이뻐요,2
23853,물건을 너무크게 주문했는지 택배사에서 그랬을까요? 물건을 박살을 내서 보냈네요 그냥 씁니다 크게주문한 제잘못이죠..,1
23854,ㅅㅎㄱ록솏졷교ㅓㄷㅅ교ㅕㅓㅈㄱ쇼둇ㅎㄴㅅㄱ독6ㅕㄷ6ㅛㅕㅈ4ㅛ5ㅈ543ㅛㅅ543ㅛㅈ45,5
23855,좋습니다. 법인도장같은 외형과 파란색 자동스템프보다 훨씬 좋습니다. 가격대비 짱짱이라고 할수 있습니다. 출장해서 쓰기에도 구색이 좋습니다.,5
23856,나른 괜찮구 다음에,2
23857,좋은가격에 잘구매했어요~~굿,5
23858,좋아여 ㅋㅋ 세개 사서 여기저기 선물함 ㅎㅎ,5
23859,풀업할때 손이 아파서 많이 못했었는데 확실히 스트랩을 쓰니까 운동효율이 더 올라가는 것 같아요,4
23860,추천추천 배송도 아주 빠르게 해주시고 제품의 상태도 아주좋고 감사합니다 사업번창하시고 항상 행복하세요~,5
23861,생각보다 많이 밀리고 하얘지지는 않는 것 같아요ㅜㅜ,2
23862,비닐한장 포장안하고 그냥 송장붙여서 오네요 바로 빨대꽂아서먹는 음료인네 너무 더럽고 비 위생적이네요. 기가막히네요 아주.,1
23863,배송이 예상보다 늦었네요,2
